name,wiki_title,object_type,mood,tags,fallback_image_url,description,wiki_url,thumbnail_url,image_path,image_url_used,error,has_image,wiki_title_ru,name_en,description_en,wiki_url_en,name_ru,description_ru,wiki_url_ru,object_type_en,object_type_ru
Sculptor Galaxy,Sculptor Galaxy,galaxy,"wide, active, glowing","galaxy,starburst,bright,active,warm",,"The Sculptor Galaxy is an intermediate spiral galaxy in the constellation Sculptor. The Sculptor Galaxy is a starburst galaxy, which means that it is currently undergoing a period of intense star formation.",https://en.wikipedia.org/wiki/Sculptor_Galaxy,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/NGC_253_-_Sculptor.png/330px-NGC_253_-_Sculptor.png,data/curated_space_objects/images/sculptor_galaxy.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/NGC_253_-_Sculptor.png/330px-NGC_253_-_Sculptor.png,,True,,Sculptor Galaxy,"The Sculptor Galaxy is an intermediate spiral galaxy in the constellation Sculptor. The Sculptor Galaxy is a starburst galaxy, which means that it is currently undergoing a period of intense star formation.",https://en.wikipedia.org/wiki/Sculptor_Galaxy,Скульптор Галактика,"Галактика Скульптор — промежуточная спиральная галактика в созвездии Скульптора. Галактика Скульптор — это галактика со звездообразованием, а это означает, что в настоящее время она переживает период интенсивного звездообразования.",,galaxy,галактика
Centaurus A,Centaurus A,galaxy,"dusty, powerful, strange","galaxy,dust,dark,powerful,radio",,"Centaurus A is a galaxy in the constellation of Centaurus. It was discovered in 1826 by Scottish astronomer James Dunlop from his home in Parramatta, in New South Wales, Australia. There is considerable debate in the literature regarding the galaxy's fundamental properties such as its Hubble type and distance. It is the closest radio galaxy to Earth, as well as the closest BL Lac object, so its active galactic nucleus has been extensively studied by professional astronomers. The galaxy is also the fifth-brightest in the sky, making it an ideal amateur astronomy target. It is only visible from the southern hemisphere and low northern latitudes.",https://en.wikipedia.org/wiki/Centaurus_A,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/ESO_Centaurus_A_LABOCA.jpg/330px-ESO_Centaurus_A_LABOCA.jpg,data/curated_space_objects/images/centaurus_a.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/ESO_Centaurus_A_LABOCA.jpg/330px-ESO_Centaurus_A_LABOCA.jpg,,True,Центавр A,Centaurus A,"Centaurus A is a galaxy in the constellation of Centaurus. It was discovered in 1826 by Scottish astronomer James Dunlop from his home in Parramatta, in New South Wales, Australia. There is considerable debate in the literature regarding the galaxy's fundamental properties such as its Hubble type and distance. It is the closest radio galaxy to Earth, as well as the closest BL Lac object, so its active galactic nucleus has been extensively studied by professional astronomers. The galaxy is also the fifth-brightest in the sky, making it an ideal amateur astronomy target. It is only visible from the southern hemisphere and low northern latitudes.",https://en.wikipedia.org/wiki/Centaurus_A,Центавр A,"Центавр A — линзовидная галактика (S0) с полярным кольцом, находящаяся в созвездии Центавр. Это одна из самых ярких и близких к нам соседних галактик, нас от неё разделяет 12 млн св. лет, а видимый блеск галактики на небе +6,6m. По яркости галактика занимает пятое место.",https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BD%D1%82%D0%B0%D0%B2%D1%80_A,galaxy,галактика
Antennae Galaxies,Antennae Galaxies,galaxy,"chaotic, connected, explosive","galaxy,merger,chaotic,dramatic,interaction",,"The Antennae Galaxies are a pair of interacting galaxies in the constellation Corvus. They are currently going through a starburst phase, in which the collision of clouds of gas and dust, with entangled magnetic fields, causes rapid star formation. They were discovered by William Herschel in 1785.",https://en.wikipedia.org/wiki/Antennae_Galaxies,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Antennae_Galaxies_reloaded.jpg/330px-Antennae_Galaxies_reloaded.jpg,data/curated_space_objects/images/antennae_galaxies.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Antennae_Galaxies_reloaded.jpg/330px-Antennae_Galaxies_reloaded.jpg,,True,Галактики Антенны,Antennae Galaxies,"The Antennae Galaxies are a pair of interacting galaxies in the constellation Corvus. They are currently going through a starburst phase, in which the collision of clouds of gas and dust, with entangled magnetic fields, causes rapid star formation. They were discovered by William Herschel in 1785.",https://en.wikipedia.org/wiki/Antennae_Galaxies,Галактики Антенны,"Галактики Антенны — пара взаимодействующих галактик в созвездии Ворона. Данные галактики находятся на стадии активного звездообразования, при котором столкновение облаков газа и пыли в присутствии магнитного поля приводит к увеличению темпа образования звёзд. Данные галактики были открыты Уильямом Гершелем в 1785 году.",https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B8_%D0%90%D0%BD%D1%82%D0%B5%D0%BD%D0%BD%D1%8B,galaxy,галактика
Tadpole Galaxy,Tadpole Galaxy,galaxy,"odd, playful, stretched","galaxy,peculiar,playful,rare,tail",,"The Tadpole Galaxy, also known as UGC 10214 and Arp 188, is a disrupted barred spiral galaxy located 143.6 megaparsecs from Earth in the northern constellation Draco. Its most dramatic feature is a trail of stars, and it has a D25.0 isophotal diameter of 171 kiloparsecs long. Its size has been attributed to a merger with a smaller galaxy that is believed to have occurred about 100 million years ago. The galaxy is filled with bright blue star clusters triggered by the merger, some containing as many as one million stars. It is one of the largest known disrupted spiral galaxies of its sort.",https://en.wikipedia.org/wiki/Tadpole_Galaxy,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/UGC_10214HST.jpg/330px-UGC_10214HST.jpg,data/curated_space_objects/images/tadpole_galaxy.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/UGC_10214HST.jpg/330px-UGC_10214HST.jpg,,True,Головастик (галактика),Tadpole Galaxy,"The Tadpole Galaxy, also known as UGC 10214 and Arp 188, is a disrupted barred spiral galaxy located 143.6 megaparsecs from Earth in the northern constellation Draco. Its most dramatic feature is a trail of stars, and it has a D25.0 isophotal diameter of 171 kiloparsecs long. Its size has been attributed to a merger with a smaller galaxy that is believed to have occurred about 100 million years ago. The galaxy is filled with bright blue star clusters triggered by the merger, some containing as many as one million stars. It is one of the largest known disrupted spiral galaxies of its sort.",https://en.wikipedia.org/wiki/Tadpole_Galaxy,Галактики Антенны,"Галактики Антенны — пара взаимодействующих галактик в созвездии Ворона. Данные галактики находятся на стадии активного звездообразования, при котором столкновение облаков газа и пыли в присутствии магнитного поля приводит к увеличению темпа образования звёзд. Данные галактики были открыты Уильямом Гершелем в 1785 году.",https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B8_%D0%90%D0%BD%D1%82%D0%B5%D0%BD%D0%BD%D1%8B,galaxy,галактика
Hoag's Object,Hoag's Object,galaxy,"perfect, rare, detached","galaxy,ring,rare,elegant,mysterious",,"Hoag's Object is an unusual ring galaxy in the constellation of Serpens Caput. It is named after Arthur Hoag, who discovered it in 1950 and identified it as either a planetary nebula or a peculiar galaxy. The galaxy has a D25 isophotal diameter of 45.41 kiloparsecs (148,000 light-years).",https://en.wikipedia.org/wiki/Hoag's_Object,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Hoag%27s_object.jpg/330px-Hoag%27s_object.jpg,data/curated_space_objects/images/hoag_s_object.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Hoag%27s_object.jpg/330px-Hoag%27s_object.jpg,,True,Объект Хога,Hoag's Object,"Hoag's Object is an unusual ring galaxy in the constellation of Serpens Caput. It is named after Arthur Hoag, who discovered it in 1950 and identified it as either a planetary nebula or a peculiar galaxy. The galaxy has a D25 isophotal diameter of 45.41 kiloparsecs (148,000 light-years).",https://en.wikipedia.org/wiki/Hoag's_Object,Галактики Антенны,"Галактики Антенны — пара взаимодействующих галактик в созвездии Ворона. Данные галактики находятся на стадии активного звездообразования, при котором столкновение облаков газа и пыли в присутствии магнитного поля приводит к увеличению темпа образования звёзд. Данные галактики были открыты Уильямом Гершелем в 1785 году.",https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B8_%D0%90%D0%BD%D1%82%D0%B5%D0%BD%D0%BD%D1%8B,galaxy,галактика
Mice Galaxies,Mice Galaxies,galaxy,"mischievous, connected, wild","galaxy,merger,playful,chaotic,interaction",,"NGC 4676, or the Mice Galaxies, are two spiral galaxies in the constellation Coma Berenices. About 105.8 megaparsecs distant, they have begun the process of colliding and merging. Their ""mice"" name refers to the long tails produced by tidal action—the relative difference between gravitational pulls on the near and far parts of each galaxy—known here as a galactic tide. It is a possibility that both galaxies, which are members of the Coma Cluster, have experienced a collision, and will continue colliding until they coalesce.",https://en.wikipedia.org/wiki/Mice_Galaxies,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Merging_galaxies_NGC_4676_%28captured_by_the_Hubble_Space_Telescope%29.jpg/330px-Merging_galaxies_NGC_4676_%28captured_by_the_Hubble_Space_Telescope%29.jpg,data/curated_space_objects/images/mice_galaxies.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Merging_galaxies_NGC_4676_%28captured_by_the_Hubble_Space_Telescope%29.jpg/330px-Merging_galaxies_NGC_4676_%28captured_by_the_Hubble_Space_Telescope%29.jpg,,True,Галактики Мышки,Mice Galaxies,"NGC 4676, or the Mice Galaxies, are two spiral galaxies in the constellation Coma Berenices. About 105.8 megaparsecs distant, they have begun the process of colliding and merging. Their ""mice"" name refers to the long tails produced by tidal action—the relative difference between gravitational pulls on the near and far parts of each galaxy—known here as a galactic tide. It is a possibility that both galaxies, which are members of the Coma Cluster, have experienced a collision, and will continue colliding until they coalesce.",https://en.wikipedia.org/wiki/Mice_Galaxies,Галактики Антенны,"Галактики Антенны — пара взаимодействующих галактик в созвездии Ворона. Данные галактики находятся на стадии активного звездообразования, при котором столкновение облаков газа и пыли в присутствии магнитного поля приводит к увеличению темпа образования звёзд. Данные галактики были открыты Уильямом Гершелем в 1785 году.",https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B8_%D0%90%D0%BD%D1%82%D0%B5%D0%BD%D0%BD%D1%8B,galaxy,галактика
Fireworks Galaxy,Fireworks Galaxy,galaxy,"sparkling, energetic, festive","galaxy,spiral,bright,energetic,supernova",,"NGC 6946, sometimes referred to as the Fireworks Galaxy, is a grand design, face-on intermediate spiral galaxy with a small bright nucleus, whose location in the sky straddles the boundary between the northern constellations of Cepheus and Cygnus. Its distance from Earth is about 25.2 million light-years or 7.72 megaparsecs, similar to the distance of M101 in the constellation Ursa Major. Both were once considered to be part of the Local Group, but are now known to be among the dozen bright spiral galaxies near the Milky Way but beyond the confines of the Local Group. NGC 6946 lies within the Virgo Supercluster.",https://en.wikipedia.org/wiki/NGC_6946,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Fireworks_Galaxy.jpg/330px-Fireworks_Galaxy.jpg,data/curated_space_objects/images/fireworks_galaxy.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Fireworks_Galaxy.jpg/330px-Fireworks_Galaxy.jpg,,True,,Fireworks Galaxy,"NGC 6946, sometimes referred to as the Fireworks Galaxy, is a grand design, face-on intermediate spiral galaxy with a small bright nucleus, whose location in the sky straddles the boundary between the northern constellations of Cepheus and Cygnus. Its distance from Earth is about 25.2 million light-years or 7.72 megaparsecs, similar to the distance of M101 in the constellation Ursa Major. Both were once considered to be part of the Local Group, but are now known to be among the dozen bright spiral galaxies near the Milky Way but beyond the confines of the Local Group. NGC 6946 lies within the Virgo Supercluster.",https://en.wikipedia.org/wiki/NGC_6946,Фейерверк Галактики,"NGC 6946, иногда называемая Галактикой Фейерверк, представляет собой величественную, обращенную лицом к лицу промежуточную спиральную галактику с небольшим ярким ядром, расположение которой на небе находится на границе между северными созвездиями Цефея и Лебедя. Ее расстояние от Земли составляет около 25,2 миллиона световых лет или 7,72 мегапарсека, что аналогично расстоянию M101 в созвездии Большой Медведицы. Обе когда-то считались частью Местной группы, но теперь известно, что они входят в число дюжины ярких спиральных галактик вблизи Млечного Пути, но за пределами Местной группы. NGC 6946 находится в сверхскоплении Девы.",,galaxy,галактика
Southern Pinwheel Galaxy,Southern Pinwheel Galaxy,galaxy,"warm, open, expressive","galaxy,spiral,warm,bright,structured",,"Messier 83 or M83, also known as the Southern Pinwheel Galaxy and NGC 5236, is a barred spiral galaxy approximately 15 million light-years away in the constellation borders of Hydra and Centaurus. Nicolas-Louis de Lacaille discovered M83 on 17 February 1752 at the Cape of Good Hope. Charles Messier added it to his catalogue of nebulous objects in March 1781.",https://en.wikipedia.org/wiki/Messier_83,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/The_Outskirts_of_the_Southern_Pinwheel_Galaxy_%28noirlab2429a%29.jpg/330px-The_Outskirts_of_the_Southern_Pinwheel_Galaxy_%28noirlab2429a%29.jpg,data/curated_space_objects/images/southern_pinwheel_galaxy.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/The_Outskirts_of_the_Southern_Pinwheel_Galaxy_%28noirlab2429a%29.jpg/330px-The_Outskirts_of_the_Southern_Pinwheel_Galaxy_%28noirlab2429a%29.jpg,,True,,Southern Pinwheel Galaxy,"Messier 83 or M83, also known as the Southern Pinwheel Galaxy and NGC 5236, is a barred spiral galaxy approximately 15 million light-years away in the constellation borders of Hydra and Centaurus. Nicolas-Louis de Lacaille discovered M83 on 17 February 1752 at the Cape of Good Hope. Charles Messier added it to his catalogue of nebulous objects in March 1781.",https://en.wikipedia.org/wiki/Messier_83,Южная Галактика Вертушка,"Мессье 83 или M83, также известная как Южная галактика Вертушка и NGC 5236, представляет собой спиральную галактику с перемычкой, находящуюся примерно в 15 миллионах световых лет от нас на границе созвездий Гидры и Центавра. Николя-Луи де Лакайль обнаружил M83 17 февраля 1752 года на мысе Доброй Надежды. Шарль Мессье добавил его в свой каталог туманных объектов в марте 1781 года.",,galaxy,галактика
Orion Nebula,Orion Nebula,nebula,"creative, young, energetic","nebula,bright,warm,star-forming,iconic",,"The Orion Nebula is a diffuse nebula in the Milky Way situated south of Orion's Belt in the constellation of Orion, and is known as the middle ""star"" in the ""sword"" of Orion. It is one of the brightest nebulae and is visible to the naked eye in the night sky with an apparent magnitude of 4.0. It is 1,267.0 ± 5.4 light-years (388.5 ± 1.7 pc) away and is the closest region of massive star formation to Earth. M42 is estimated to be 25 light-years across. It has a mass of about 2,000 times that of the Sun. Older texts frequently refer to the Orion Nebula as the Great Nebula in Orion or the Great Orion Nebula.",https://en.wikipedia.org/wiki/Orion_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Orion_Nebula_-_Hubble_2006_mosaic_18000.jpg/330px-Orion_Nebula_-_Hubble_2006_mosaic_18000.jpg,data/curated_space_objects/images/orion_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Orion_Nebula_-_Hubble_2006_mosaic_18000.jpg/330px-Orion_Nebula_-_Hubble_2006_mosaic_18000.jpg,,True,Туманность Ориона,Orion Nebula,"The Orion Nebula is a diffuse nebula in the Milky Way situated south of Orion's Belt in the constellation of Orion, and is known as the middle ""star"" in the ""sword"" of Orion. It is one of the brightest nebulae and is visible to the naked eye in the night sky with an apparent magnitude of 4.0. It is 1,267.0 ± 5.4 light-years (388.5 ± 1.7 pc) away and is the closest region of massive star formation to Earth. M42 is estimated to be 25 light-years across. It has a mass of about 2,000 times that of the Sun. Older texts frequently refer to the Orion Nebula as the Great Nebula in Orion or the Great Orion Nebula.",https://en.wikipedia.org/wiki/Orion_Nebula,Галактики Антенны,"Галактики Антенны — пара взаимодействующих галактик в созвездии Ворона. Данные галактики находятся на стадии активного звездообразования, при котором столкновение облаков газа и пыли в присутствии магнитного поля приводит к увеличению темпа образования звёзд. Данные галактики были открыты Уильямом Гершелем в 1785 году.",https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B8_%D0%90%D0%BD%D1%82%D0%B5%D0%BD%D0%BD%D1%8B,nebula,туманность
Crab Nebula,Crab Nebula,supernova remnant,"electric, intense, restless","supernova,bright,electric,chaotic,iconic",,"The Crab Nebula is a supernova remnant and pulsar wind nebula in the constellation of Taurus. The common name comes from a drawing that somewhat resembled a crab with arms produced by William Parsons, 3rd Earl of Rosse, in 1842 or 1843 using a 36-inch (91 cm) telescope. The nebula was discovered by English astronomer John Bevis in 1731. It corresponds with a bright supernova observed in AD 1054 by Mayan, Japanese, and Arab stargazers; this supernova was also recorded by Chinese astronomers as a guest star. The nebula was the first astronomical object identified that corresponds with a historically-observed supernova explosion.",https://en.wikipedia.org/wiki/Crab_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Crab_Nebula.jpg/330px-Crab_Nebula.jpg,data/curated_space_objects/images/crab_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Crab_Nebula.jpg/330px-Crab_Nebula.jpg,,True,,Crab Nebula,"The Crab Nebula is a supernova remnant and pulsar wind nebula in the constellation of Taurus. The common name comes from a drawing that somewhat resembled a crab with arms produced by William Parsons, 3rd Earl of Rosse, in 1842 or 1843 using a 36-inch (91 cm) telescope. The nebula was discovered by English astronomer John Bevis in 1731. It corresponds with a bright supernova observed in AD 1054 by Mayan, Japanese, and Arab stargazers; this supernova was also recorded by Chinese astronomers as a guest star. The nebula was the first astronomical object identified that corresponds with a historically-observed supernova explosion.",https://en.wikipedia.org/wiki/Crab_Nebula,Крабовидная туманность,"Крабовидная туманность — остаток сверхновой и пульсарная ветровая туманность в созвездии Тельца. Общее название происходит от рисунка, который чем-то напоминал краба с руками, сделанного Уильямом Парсонсом, 3-м графом Россе, в 1842 или 1843 годах с помощью 36-дюймового (91 см) телескопа. Туманность была открыта английским астрономом Джоном Бевисом в 1731 году. Она соответствует яркой сверхновой, наблюдавшейся в 1054 году нашей эры астрономами майя, японцами и арабами; эта сверхновая также была зарегистрирована китайскими астрономами в качестве приглашенной звезды. Туманность была первым идентифицированным астрономическим объектом, который соответствует исторически наблюдаемому взрыву сверхновой.",,supernova remnant,остаток сверхновой
